fecha,huevo,L1,L2,crisalida,radiacion,tmax,tmin,tmed,exergia
11-20-01,0,0,57728,0,3.893266022,6.148740568,0.980911893,3.187340844,85.53469957
11-21-01,0,0,56334,0,0.72115634,5.10871506,1.881507068,3.28968647,85.38965006
11-22-01,0,0,54940,0,0.739539802,5.067127219,2.703464768,3.659790626,85.24460056
11-23-01,0,0,53546,0,4.19914975,8.157211181,2.558837283,4.817984908,85.09955105
11-24-01,0,0,52153,0,6.571932193,7.663311723,2.329854395,4.481943884,84.95450155
11-25-01,0,0,50761,0,6.028353704,7.138739505,1.970963971,4.149862897,84.80945204
11-26-01,0,0,49370,0,5.619430333,6.031756829,1.946083537,3.71797428,84.66440254
11-27-01,0,0,47984,0,1.437135721,6.75630779,2.208141141,4.015969816,84.51935303
11-28-01,0,0,46605,0,6.677858433,7.530194495,1.154543522,3.808650229,84.37430353
11-29-01,0,0,45230,0,7.600267829,8.149760867,0.423116165,3.752447656,84.22925402
11-30-01,0,0,43869,0,7.703574237,9.295780636,0.667754278,4.307831863,84.08420452
12-01-01,0,0,42523,0,7.579861834,9.052141567,0.340737592,4.080766288,83.93915501
12-02-01,0,0,41197,0,7.666376873,9.730694016,0.265936869,4.308261239,83.79410551
12-03-01,0,0,39893,0,6.49034754,7.769592943,0.156754172,3.455843341,83.649056
12-04-01,0,0,38624,0,6.991630354,9.409926666,-0.111839728,3.945072803,83.5040065
12-05-01,0,0,37421,0,7.415928366,11.76752046,0.386969922,5.066914656,83.35895699
12-06-01,0,0,36269,0,1.270790732,9.239536614,0.901647359,4.4871049,83.21390749
12-07-01,0,0,35176,0,6.75273993,9.387841428,0.251142523,4.209911787,83.06885798
12-08-01,0,0,34183,0,6.150441067,8.035179084,0.319917101,3.671129769,82.92380848
12-09-01,0,0,33261,0,5.944390477,6.554575407,0.046625571,2.928755447,82.77875897
12-10-01,0,0,32399,0,4.056073972,6.520352854,0.636507599,3.041089383,82.63370947
12-11-01,0,0,31589,0,0.50038155,4.479317675,0.975821022,2.433033266,82.48865996
12-12-01,0,0,30830,0,0.220090339,3.197204804,1.124338399,1.978243171,82.34361046
12-13-01,0,0,30113,0,2.639332554,6.845690297,1.156658518,3.523492401,82.19856095
12-14-01,0,0,29412,0,2.04259645,7.158433415,1.560686577,3.824065257,82.05351145
12-15-01,0,0,28715,0,0.149094484,4.847837177,-0.099468594,1.951264747,81.90846194
12-16-01,0,0,28018,0,0.238218727,1.51307259,-0.350058455,0.521293442,81.76341244
12-17-01,0,0,27321,0,2.196303539,3.833563609,0.138495058,1.685178021,81.61836294
12-18-01,0,0,26624,0,0.35925178,3.885460729,0.798565204,1.951130832,81.47331343
12-19-01,0,0,25927,0,0.563435009,3.881868424,0.065086619,1.593105537,81.32826393
12-20-01,0,0,25230,0,5.725041981,5.354012116,0.15048358,2.298587523,81.18321442
12-21-01,0,0,24533,0,1.583075779,5.126697842,0.814401105,2.539469657,81.03816492
12-22-01,0,0,23836,0,0.591008609,4.891019237,0.779817196,2.444876182,80.89311541
12-23-01,0,0,23139,0,0.064385163,6.21063875,0.944531831,3.048685301,80.74806591
12-24-01,0,0,22442,0,0.106147306,3.362450845,0.828897864,1.894596663,80.6030164
12-25-01,0,0,21745,0,0.412771814,4.125932618,0.534743331,1.945594643,80.4579669
12-26-01,0,0,21048,0,6.99061218,4.925252418,0.240365607,2.036061218,80.31291739
12-27-01,0,0,20351,0,7.207960463,5.57543841,-0.429206079,1.949291104,80.16786789
12-28-01,0,0,19654,0,6.448014667,6.572313742,-0.331873738,2.522991816,80.02281838
12-29-01,0,0,18930,27,7.258543947,9.118748007,0.822435966,4.250274206,79.87826393
12-30-01,0,0,18234,27,1.238498246,9.606770114,1.783568923,4.956198321,79.73370947
12-31-01,0,0,17387,178,0.268797959,8.31760017,2.161674992,4.561118078,79.59212531
01-01-02,0,0,16435,440,0.501434796,8.132734616,1.581602721,4.16125837,79.4559867
01-02-02,0,0,15647,549,2.710582421,7.509150813,1.22348815,3.710200872,79.32232333
01-03-02,0,0,14950,572,0.513013073,6.663704963,0.945700925,3.198726751,79.18915501
01-04-02,0,0,14140,709,6.709118929,7.337325965,0.378594962,3.147103837,79.05945204
01-05-02,0,0,13453,730,6.066864704,7.385822085,-0.250643001,2.83747157,79.06103792
01-06-02,0,0,12700,756,5.755428845,5.501105325,-0.195100436,2.053026889,79.06520778
01-07-02,0,0,11922,844,7.027509831,5.493368052,-0.532139441,1.913226698,78.94087003
01-08-02,0,0,11251,862,0.493135296,2.790115847,-0.633372303,0.802440217,78.81702897
01-09-02,0,0,10599,862,6.32273993,6.596652142,-0.604368158,2.330868318,78.69318791
01-10-02,0,0,9906,903,6.593802742,6.194303327,-0.334211925,2.31972048,78.70180017
01-11-02,0,0,9125,993,5.020294399,5.822531619,0.091752577,2.491633542,78.58339221
01-12-02,0,0,8437,1041,3.327179296,6.009278351,0.231661175,2.587751089,78.46369443
01-13-02,0,0,7717,1125,1.295867786,6.795780636,-0.108215538,2.712508237,78.34999171
01-14-02,0,0,7068,1125,6.494503135,8.900945903,0.228610904,3.807237751,78.23380681
01-15-02,0,0,6404,1167,6.508683176,6.710107344,-0.102848337,2.824516952,78.09662599
01-16-02,0,0,5741,1215,7.457955149,6.97826549,-0.20119035,2.796732915,77.98417932
01-17-02,0,0,5123,1229,6.743076841,6.507949835,-0.154065257,2.550571793,77.88516063
01-18-02,0,0,4468,1288,7.426718036,5.789446275,0.257880752,2.428872356,77.76188005
01-19-02,0,0,3850,1323,7.880417685,6.606174939,-0.695366139,2.435693485,77.64203614
01-20-02,0,0,3255,1358,8.073795302,8.486884897,-0.241279626,3.271908811,77.69891075
01-21-02,0,0,2684,1392,6.161105325,8.807939207,-0.090955468,3.577065576,77.58493551
01-22-02,0,0,2167,1399,0.712836646,6.405175895,0.758380274,3.060788607,77.32323748
01-23-02,0,0,1689,1416,0.6925093,8.383696461,0.681411415,3.818895738,77.4360468
01-24-02,0,0,1176,1523,8.464061005,5.866776491,0.258210224,2.715825274,77.27652903
01-25-02,0,0,820,1540,8.852584759,7.607620363,-0.385832713,3.115901796,77.20632815
01-26-02,0,0,507,1586,8.337101711,9.892751621,0.106217451,4.287976406,76.84291941
01-27-02,0,0,311,1596,9.459343182,11.39611011,-0.340046764,4.808384525,76.82378133
01-28-02,0,0,173,1597,8.607278138,12.99540865,-0.331406101,5.519711978,76.37998767
01-29-02,0,0,69,1614,6.739129557,11.7389627,-0.398129451,5.035434159,76.6725701
01-30-02,0,0,15,1619,6.816166436,11.18463174,-0.336348177,4.857673504,76.57487503
01-31-02,0,0,2,1619,9.831835477,8.700031884,0.166585184,3.81864704,76.62129081
02-01-02,0,0,0,1619,10.13106494,8.794409608,-2.739674779,2.535701987,77.06840132
